Participant,block,trial,stim,stim group,RT,Acuracy,stim position,mask side,response
2,2,85,folder/matchedM072.png,2,0.94441038,1,4,1,4
2,2,86,folder/matchedM016.png,2,1.534179033,1,2,1,2
2,2,87,folder/matchedM017.png,2,1.633929059,1,2,1,2
2,2,88,folder/matchedM004.png,2,1.164850057,1,3,1,3
2,2,89,folder/matchedM067SR.png,6,1.043803969,1,3,1,3
2,2,90,folder/matchedM019SL.png,5,5.600455269,1,4,2,4
2,2,91,folder/matchedM024.png,1,1.614193829,1,2,2,2
2,2,92,folder/matchedM008.png,1,2.29184569,1,3,2,3
2,2,93,folder/matchedM005.png,2,1.87201332,1,2,1,2
2,2,94,folder/matchedM016.png,1,1.261570545,1,1,2,1
2,2,95,folder/matchedM001.png,1,3.50169629,1,4,2,4
2,2,96,folder/matchedM004IN.png,3,1.682489129,1,2,2,2
3,2,1,folder/matchedM020IN.png,4,2.241401837,1,4,1,4
3,2,2,folder/matchedM067SR.png,6,1.025122325,1,2,1,2
3,2,3,folder/matchedM005SR.png,6,1.174575025,1,4,1,4
3,2,4,folder/matchedM020SR.png,5,1.577406671,1,2,2,2
3,2,5,folder/matchedM049SL.png,6,1.705137884,1,1,1,1
3,2,6,folder/matchedM001SR.png,6,4.677138015,1,4,1,4
3,2,7,folder/matchedM017SR.png,5,2.034932691,1,2,2,2
3,2,8,folder/matchedM067IN.png,4,2.144794288,1,1,1,1
3,2,9,folder/matchedM008IN.png,3,1.216822065,1,1,2,1
3,2,10,folder/matchedM004SL.png,6,0.876087189,1,2,1,2
3,2,11,folder/matchedM001IN.png,4,1.643303233,1,2,1,2
3,2,12,folder/matchedM019SL.png,5,1.78434437,1,4,2,4
3,2,13,folder/matchedM006SL.png,6,1.343801915,1,2,1,2
3,2,14,folder/matchedM024.png,1,1.313679315,1,4,2,4
3,2,15,folder/matchedM008SR.png,5,1.054480611,1,3,2,3
3,2,16,folder/matchedM008SR.png,6,1.63459434,1,3,1,3
3,2,17,folder/matchedM072IN.png,3,1.346844014,1,1,2,1
3,2,18,folder/matchedM008.png,1,2.114906044,1,4,2,4
3,2,19,folder/matchedM020.png,2,1.294112598,1,2,1,2
3,2,20,folder/matchedM016IN.png,3,1.504959336,1,1,2,1
3,2,21,folder/matchedM021SL.png,6,1.814297091,1,1,1,1
3,2,22,folder/matchedM004.png,1,1.015580111,1,2,2,2
3,2,23,folder/matchedM001IN.png,3,1.365214277,1,4,2,4
3,2,24,folder/matchedM002IN.png,4,1.356440512,1,1,1,1
3,2,25,folder/matchedM005IN.png,3,1.243853762,1,3,2,3
3,2,26,folder/matchedM003.png,1,1.783819625,1,4,2,4
3,2,27,folder/matchedM006.png,2,2.631204632,1,4,1,4
3,2,28,folder/matchedM003SR.png,5,2.475342275,1,2,2,2
3,2,29,folder/matchedM016.png,2,1.244158249,1,4,1,4
3,2,30,folder/matchedM072SL.png,5,1.145138552,1,2,2,2
3,2,31,folder/matchedM049IN.png,4,3.604519369,1,1,1,1
3,2,32,folder/matchedM049SL.png,5,2.943046685,1,4,2,4
3,2,33,folder/matchedM004IN.png,3,1.635150377,1,1,2,1
3,2,34,folder/matchedM019.png,1,2.94289687,1,3,2,3
3,2,35,folder/matchedM002SL.png,6,1.825723644,1,2,1,2
3,2,36,folder/matchedM021IN.png,3,4.27274784,1,3,2,3
3,2,37,folder/matchedM016SL.png,6,2.782651059,1,2,1,2
3,2,38,folder/matchedM067IN.png,3,1.544075842,1,3,2,3
3,2,39,folder/matchedM008.png,2,1.404062762,1,1,1,1
3,2,40,folder/matchedM049.png,2,1.786911532,1,4,1,4
3,2,41,folder/matchedM001.png,1,1.484940912,1,1,2,1
3,2,42,folder/matchedM017IN.png,3,1.914366833,1,4,2,4
3,2,43,folder/matchedM008IN.png,4,2.233606946,1,4,1,4
3,2,44,folder/matchedM016SL.png,5,1.485582854,1,4,2,4
3,2,45,folder/matchedM067.png,1,1.343850234,1,4,2,4
3,2,46,folder/matchedM021.png,2,1.783964906,1,4,1,4
3,2,47,folder/matchedM049IN.png,3,2.243626084,1,3,2,3
3,2,48,folder/matchedM016IN.png,4,2.525534818,1,4,1,4
3,2,49,folder/matchedM021IN.png,4,5.384819756,1,2,1,2
3,2,50,folder/matchedM004SL.png,5,1.50272963,1,4,2,4
3,2,51,folder/matchedM072.png,2,1.129736985,1,2,1,2
3,2,52,folder/matchedM003.png,2,2.851728117,1,3,1,3
3,2,53,folder/matchedM005.png,1,1.053892551,1,4,2,4
3,2,54,folder/matchedM019IN.png,4,6.211002983,1,3,1,3
3,2,55,folder/matchedM024SR.png,6,7.822755498,1,2,1,2
3,2,56,folder/matchedM002SL.png,5,2.064492247,1,1,2,1
3,2,57,folder/matchedM072.png,1,1.683272413,1,4,2,4
3,2,58,folder/matchedM067.png,2,1.503672673,1,4,1,4
3,2,59,folder/matchedM004IN.png,4,1.863180196,1,3,1,3
3,2,60,folder/matchedM002.png,1,1.68474003,1,2,2,2
3,2,61,folder/matchedM072IN.png,4,2.860799759,1,3,1,3
3,2,62,folder/matchedM005SR.png,5,1.373536007,1,2,2,2
3,2,63,folder/matchedM003IN.png,3,1.874176373,1,3,2,3
3,2,64,folder/matchedM001SR.png,5,7.952242853,1,1,2,1
3,2,65,folder/matchedM005IN.png,4,1.551621539,1,4,1,4
3,2,66,folder/matchedM072SL.png,6,2.542413403,1,3,1,3
3,2,67,folder/matchedM002.png,2,1.461905242,1,1,1,1
3,2,68,folder/matchedM006SL.png,5,2.141325561,1,4,2,4
3,2,69,folder/matchedM020SR.png,6,3.70411128,1,3,1,3
3,2,70,folder/matchedM017.png,2,1.502486249,1,4,1,4
3,2,71,folder/matchedM067SR.png,5,1.004100671,1,2,2,2
3,2,72,folder/matchedM024IN.png,4,4.470547254,1,2,1,2
3,2,73,folder/matchedM003IN.png,4,2.150254366,1,2,1,2
3,2,74,folder/matchedM024SR.png,5,1.004139918,1,2,2,2
3,2,75,folder/matchedM001.png,2,2.271342649,1,3,1,3
3,2,76,folder/matchedM017.png,1,1.854000491,1,4,2,4
3,2,77,folder/matchedM020.png,1,1.154641834,1,2,2,2
3,2,78,folder/matchedM021SL.png,5,2.302630594,1,1,2,1
3,2,79,folder/matchedM020IN.png,3,1.503784826,1,2,2,2
3,2,80,folder/matchedM006IN.png,3,1.154468515,1,3,2,3
3,2,81,folder/matchedM049.png,1,1.411429344,1,4,2,4
3,2,82,folder/matchedM024.png,2,1.715120418,1,2,1,2
3,2,83,folder/matchedM019SL.png,6,4.143616298,1,4,1,4
3,2,84,folder/matchedM017IN.png,4,1.501272415,1,1,1,1
3,2,85,folder/matchedM005.png,2,1.489506714,1,3,1,3
3,2,86,folder/matchedM006IN.png,4,1.89343863,1,4,1,4
3,2,87,folder/matchedM003SR.png,6,7.921465239,1,4,1,4
3,2,88,folder/matchedM016.png,1,1.148748695,1,1,2,1
3,2,89,folder/matchedM002IN.png,3,2.010558919,1,3,2,3
3,2,90,folder/matchedM019.png,2,1.415157453,1,2,1,2
3,2,91,folder/matchedM021.png,1,2.428789007,1,1,2,1
3,2,92,folder/matchedM019IN.png,3,1.313019485,1,2,2,2
3,2,93,folder/matchedM006.png,1,1.163425312,1,1,2,1
3,2,94,folder/matchedM004.png,2,1.092903659,1,2,1,2
3,2,95,folder/matchedM017SR.png,6,1.644635768,1,2,1,2
3,2,96,folder/matchedM024IN.png,3,1.895362413,1,1,2,1
4,2,1,folder/matchedM006IN.png,4,2.513548339,1,4,1,4
4,2,2,folder/matchedM024IN.png,4,1.1042643,1,2,1,2
4,2,3,folder/matchedM016SL.png,6,2.004958372,1,4,1,4
4,2,4,folder/matchedM019SL.png,5,8.845835785,1,4,2,4
4,2,5,folder/matchedM021IN.png,3,2.73182578,1,4,2,4
4,2,6,folder/matchedM004IN.png,4,2.872385728,1,3,1,3
4,2,7,folder/matchedM024.png,2,1.255886714,1,2,1,2
4,2,8,folder/matchedM021.png,2,1.765877141,0,4,1,1
4,2,9,folder/matchedM005.png,1,2.544765916,1,2,2,2
4,2,10,folder/matchedM006.png,1,2.903946649,1,4,2,4
4,2,11,folder/matchedM019IN.png,4,5.324349659,1,2,1,2
4,2,12,folder/matchedM004SL.png,5,1.986278792,1,2,2,2
4,2,13,folder/matchedM017.png,1,2.12373039,1,3,2,3
4,2,14,folder/matchedM004IN.png,3,4.614674839,1,3,2,3
4,2,15,folder/matchedM017SR.png,5,2.88126212,1,2,2,2
4,2,16,folder/matchedM006.png,2,0.73285914,1,2,1,2
4,2,17,folder/matchedM072.png,1,2.624083995,1,1,2,1
4,2,18,folder/matchedM020SR.png,6,3.545865357,1,3,1,3
4,2,19,folder/matchedM003SR.png,6,4.466943386,1,1,1,1
4,2,20,folder/matchedM016.png,2,1.790396533,1,4,1,4
4,2,21,folder/matchedM001IN.png,3,3.873152284,1,4,2,4
4,2,22,folder/matchedM001SR.png,5,5.234404619,1,4,2,4
4,2,23,folder/matchedM020IN.png,4,1.263962126,1,3,1,3
4,2,24,folder/matchedM004.png,1,1.441594775,1,2,2,2
4,2,25,folder/matchedM016SL.png,5,2.364272438,1,2,2,2
4,2,26,folder/matchedM017.png,2,1.634638584,1,1,1,1
4,2,27,folder/matchedM020.png,1,1.89365026,1,3,2,3
4,2,28,folder/matchedM003.png,2,3.612501605,1,3,1,3
4,2,29,folder/matchedM024IN.png,3,5.62461825,1,4,2,4
4,2,30,folder/matchedM005IN.png,3,2.20487426,1,4,2,4
4,2,31,folder/matchedM008SR.png,6,2.021489964,1,2,1,2
4,2,32,folder/matchedM005SR.png,5,6.082332562,1,1,2,1
4,2,33,folder/matchedM004.png,2,1.662044959,1,4,1,4
4,2,34,folder/matchedM019.png,2,1.882793924,1,2,1,2
4,2,35,folder/matchedM005.png,2,1.334766149,1,1,1,1
4,2,36,folder/matchedM021SL.png,6,9.342401662,1,3,1,3
4,2,37,folder/matchedM005IN.png,4,2.241547738,1,4,1,4
4,2,38,folder/matchedM020SR.png,5,2.744384641,1,1,2,1
4,2,39,folder/matchedM004SL.png,6,3.59532574,1,3,1,3
4,2,40,folder/matchedM020IN.png,3,2.672259225,1,1,2,1
4,2,41,folder/matchedM002SL.png,6,4.593944175,1,1,1,1
4,2,42,folder/matchedM017SR.png,6,1.86135116,1,4,1,4
4,2,43,folder/matchedM021.png,1,1.724006975,1,2,2,2
4,2,44,folder/matchedM002.png,1,1.383444947,1,2,2,2
4,2,45,folder/matchedM001IN.png,4,3.811589473,1,3,1,3
4,2,46,folder/matchedM067.png,1,4.631445599,1,3,2,3
4,2,47,folder/matchedM017IN.png,4,5.814896459,1,2,1,2
4,2,48,folder/matchedM021SL.png,5,7.15316427,1,4,2,4
4,2,49,folder/matchedM024.png,1,2.611757238,1,2,2,2
4,2,50,folder/matchedM049.png,1,2.525350465,1,4,2,4
4,2,51,folder/matchedM072IN.png,3,1.760557427,0,3,2,1
4,2,52,folder/matchedM016IN.png,3,2.462138783,1,4,2,4
4,2,53,folder/matchedM016IN.png,4,2.352990508,1,1,1,1
4,2,54,folder/matchedM006SL.png,5,2.479532831,1,1,2,1
4,2,55,folder/matchedM049IN.png,3,1.983458688,1,3,2,3
4,2,56,folder/matchedM024SR.png,6,3.941568809,1,4,1,4
4,2,57,folder/matchedM049SL.png,6,2.40505812,1,4,1,4
4,2,58,folder/matchedM072IN.png,4,1.772321557,1,4,1,4
4,2,59,folder/matchedM019SL.png,6,10.0009196,-1,3,1,0
4,2,60,folder/matchedM001SR.png,6,2.815202014,1,2,1,2
4,2,61,folder/matchedM008.png,1,1.98479913,1,1,2,1
4,2,62,folder/matchedM001.png,1,1.433508543,1,2,2,2
4,2,63,folder/matchedM003IN.png,4,2.962907351,1,1,1,1
4,2,64,folder/matchedM067SR.png,6,5.662085222,1,2,1,2
4,2,65,folder/matchedM003IN.png,3,5.921652724,1,2,2,2
4,2,66,folder/matchedM008.png,2,3.609629464,1,3,1,3
4,2,67,folder/matchedM020.png,2,1.052366317,1,2,1,2
4,2,68,folder/matchedM021IN.png,4,4.580386284,1,4,1,4
4,2,69,folder/matchedM017IN.png,3,1.801923052,1,1,2,1
4,2,70,folder/matchedM001.png,2,1.860771653,1,1,1,1
4,2,71,folder/matchedM072SL.png,6,2.174047184,1,3,1,3
4,2,72,folder/matchedM067.png,2,1.112108033,1,2,1,2
4,2,73,folder/matchedM008SR.png,5,2.621532886,1,3,2,3
4,2,74,folder/matchedM067IN.png,4,1.743726337,1,1,1,1
4,2,75,folder/matchedM002SL.png,5,3.103221741,1,1,2,1
4,2,76,folder/matchedM002IN.png,4,3.233407861,1,4,1,4
4,2,77,folder/matchedM049SL.png,5,5.442791713,1,3,2,3
4,2,78,folder/matchedM024SR.png,5,2.971816483,1,2,2,2
4,2,79,folder/matchedM072SL.png,5,1.171513175,0,1,2,2
4,2,80,folder/matchedM049IN.png,4,2.892681316,1,2,1,2
4,2,81,folder/matchedM006IN.png,3,7.752436197,1,4,2,4
4,2,82,folder/matchedM019.png,1,1.402514321,1,2,2,2
4,2,83,folder/matchedM008IN.png,3,5.032504024,1,4,2,4
4,2,84,folder/matchedM072.png,2,1.290712446,1,1,1,1
4,2,85,folder/matchedM019IN.png,3,2.56102439,1,4,2,4
4,2,86,folder/matchedM008IN.png,4,2.845012026,1,4,1,4
4,2,87,folder/matchedM016.png,1,2.353022113,1,3,2,3
4,2,88,folder/matchedM067SR.png,5,5.413129964,1,3,2,3
4,2,89,folder/matchedM003.png,1,1.551110325,1,2,2,2
4,2,90,folder/matchedM067IN.png,3,2.733536441,1,1,2,1
4,2,91,folder/matchedM006SL.png,6,2.203721197,1,3,1,3
4,2,92,folder/matchedM002IN.png,3,2.733707011,1,2,2,2
4,2,93,folder/matchedM049.png,2,2.332995061,1,4,1,4
4,2,94,folder/matchedM005SR.png,6,1.383708543,1,2,1,2
4,2,95,folder/matchedM002.png,2,1.76467824,1,4,1,4
4,2,96,folder/matchedM003SR.png,5,2.512548497,1,1,2,1
5,2,1,folder/matchedM003.png,1,1.631314048,1,2,2,2
5,2,2,folder/matchedM002IN.png,4,1.173995856,1,3,1,3
5,2,3,folder/matchedM021IN.png,4,1.787924889,1,2,1,2
5,2,4,folder/matchedM006SL.png,5,1.148542524,1,4,2,4
5,2,5,folder/matchedM049.png,1,1.549592806,1,1,2,1
5,2,6,folder/matchedM004IN.png,3,0.889052299,1,3,2,3
5,2,7,folder/matchedM004SL.png,5,1.708977052,1,3,2,3
5,2,8,folder/matchedM019IN.png,3,1.348616925,1,4,2,4
5,2,9,folder/matchedM019.png,1,0.747772055,1,3,2,3
5,2,10,folder/matchedM001.png,2,1.348288371,1,3,1,3
5,2,11,folder/matchedM003SR.png,5,1.197028173,1,1,2,1
5,2,12,folder/matchedM005IN.png,4,0.987048361,1,1,1,1
5,2,13,folder/matchedM003IN.png,4,1.547546644,1,3,1,3
5,2,14,folder/matchedM004SL.png,6,1.196652424,1,2,1,2
5,2,15,folder/matchedM008.png,1,0.846245534,1,2,2,2
5,2,16,folder/matchedM002.png,2,1.475031814,1,4,1,4
5,2,17,folder/matchedM072SL.png,6,1.195514465,1,2,1,2
5,2,18,folder/matchedM049IN.png,4,1.454879593,1,3,1,3
5,2,19,folder/matchedM024IN.png,4,1.215268482,1,1,1,1
5,2,20,folder/matchedM072IN.png,3,0.897048794,1,3,2,3
5,2,21,folder/matchedM019SL.png,5,0.803278729,1,3,2,3
5,2,22,folder/matchedM016SL.png,5,1.256171847,1,2,2,2
5,2,23,folder/matchedM072SL.png,5,0.988012933,1,4,2,4
5,2,24,folder/matchedM024IN.png,3,1.161318056,1,4,2,4
5,2,25,folder/matchedM016IN.png,4,1.216403282,1,1,1,1
5,2,26,folder/matchedM017.png,2,0.956260645,1,3,1,3
5,2,27,folder/matchedM021SL.png,5,1.773945947,1,4,2,4
5,2,28,folder/matchedM008.png,2,1.251000715,1,4,1,4
5,2,29,folder/matchedM016SL.png,6,1.436597382,1,1,1,1
5,2,30,folder/matchedM072.png,2,0.966585364,1,1,1,1
5,2,31,folder/matchedM006SL.png,6,1.325884525,1,1,1,1
5,2,32,folder/matchedM001SR.png,6,1.467750862,1,4,1,4
5,2,33,folder/matchedM008IN.png,4,3.514336414,1,3,1,3
5,2,34,folder/matchedM001IN.png,3,1.115254123,1,3,2,3
5,2,35,folder/matchedM005SR.png,6,1.096176267,1,3,1,3
5,2,36,folder/matchedM003SR.png,6,2.216967877,1,2,1,2
5,2,37,folder/matchedM067IN.png,4,1.275926318,1,4,1,4
5,2,38,folder/matchedM067SR.png,6,1.178832123,1,3,1,3
5,2,39,folder/matchedM067.png,1,1.31509744,1,2,2,2
5,2,40,folder/matchedM020SR.png,6,1.105636898,1,4,1,4
5,2,41,folder/matchedM004IN.png,4,1.174064149,1,4,1,4
5,2,42,folder/matchedM017IN.png,4,1.454863935,1,3,1,3
5,2,43,folder/matchedM006.png,2,1.742565135,1,2,1,2
5,2,44,folder/matchedM021.png,2,1.78543835,1,3,1,3
5,2,45,folder/matchedM019.png,2,1.793739306,1,3,1,3
5,2,46,folder/matchedM005.png,1,2.406557,1,4,2,4
5,2,47,folder/matchedM002SL.png,5,1.746418896,1,2,2,2
5,2,48,folder/matchedM024SR.png,5,1.23573644,1,3,2,3
5,2,49,folder/matchedM004.png,2,2.005213104,1,2,1,2
5,2,50,folder/matchedM024SR.png,6,1.896565288,1,4,1,4
5,2,51,folder/matchedM003.png,2,1.215483033,1,1,1,1
5,2,52,folder/matchedM001SR.png,5,1.085210962,1,2,2,2
5,2,53,folder/matchedM002.png,1,2.534275142,1,4,2,4
5,2,54,folder/matchedM019IN.png,4,2.17571771,1,2,1,2
5,2,55,folder/matchedM005IN.png,3,1.605695231,1,1,2,1
5,2,56,folder/matchedM019SL.png,6,2.565032527,1,3,1,3
5,2,57,folder/matchedM004.png,1,1.104242145,1,4,2,4
5,2,58,folder/matchedM008SR.png,5,1.105123225,0,1,2,2
5,2,59,folder/matchedM016.png,2,1.54538211,1,4,1,4
5,2,60,folder/matchedM017SR.png,5,0.925326397,1,2,2,2
5,2,61,folder/matchedM006IN.png,4,1.653911518,1,4,1,4
5,2,62,folder/matchedM001.png,1,0.884739642,1,3,2,3
5,2,63,folder/matchedM021IN.png,3,0.813497073,1,2,2,2
5,2,64,folder/matchedM020IN.png,4,1.105151545,1,1,1,1
5,2,65,folder/matchedM020IN.png,3,0.914773179,1,3,2,3
5,2,66,folder/matchedM006IN.png,3,2.724765289,1,1,2,1
5,2,67,folder/matchedM021.png,1,1.524312179,1,3,2,3
5,2,68,folder/matchedM020.png,2,1.013991656,1,1,1,1
5,2,69,folder/matchedM024.png,1,2.506347192,1,1,2,1
5,2,70,folder/matchedM067SR.png,5,2.567550979,1,1,2,1
5,2,71,folder/matchedM008IN.png,3,0.807673773,1,2,2,2
5,2,72,folder/matchedM005.png,2,2.176008106,1,3,1,3
5,2,73,folder/matchedM024.png,2,1.185761975,1,4,1,4
5,2,74,folder/matchedM049SL.png,5,1.516897882,1,1,2,1
5,2,75,folder/matchedM003IN.png,3,0.966886309,1,2,2,2
5,2,76,folder/matchedM017.png,1,0.897423254,1,3,2,3
5,2,77,folder/matchedM006.png,1,2.429919446,1,1,2,1
5,2,78,folder/matchedM049IN.png,3,1.547671166,1,3,2,3
5,2,79,folder/matchedM049SL.png,6,2.196480715,1,2,1,2
5,2,80,folder/matchedM016IN.png,3,0.805893797,1,3,2,3
5,2,81,folder/matchedM021SL.png,6,1.574479996,0,2,1,1
5,2,82,folder/matchedM016.png,1,1.295022046,1,2,2,2
5,2,83,folder/matchedM020.png,1,1.626193818,1,1,2,1
5,2,84,folder/matchedM067IN.png,3,1.416137566,1,4,2,4
5,2,85,folder/matchedM005SR.png,5,1.377585305,1,4,2,4
5,2,86,folder/matchedM017IN.png,3,1.075873059,1,2,2,2
5,2,87,folder/matchedM072.png,1,2.442276658,1,4,2,4
5,2,88,folder/matchedM017SR.png,6,2.804312626,1,2,1,2
5,2,89,folder/matchedM002IN.png,3,2.003656773,1,4,2,4
5,2,90,folder/matchedM002SL.png,6,1.795950779,1,3,1,3
5,2,91,folder/matchedM001IN.png,4,4.451842362,1,4,1,4
5,2,92,folder/matchedM008SR.png,6,0.992303387,1,3,1,3
5,2,93,folder/matchedM067.png,2,1.582607416,1,3,1,3
5,2,94,folder/matchedM072IN.png,4,2.23830975,1,1,1,1
5,2,95,folder/matchedM049.png,2,1.356932637,1,1,1,1
5,2,96,folder/matchedM020SR.png,5,0.675132568,1,3,2,3
6,2,1,folder/matchedM006.png,1,1.344182439,1,3,2,3
6,2,2,folder/matchedM049SL.png,6,1.919920741,1,3,1,3
6,2,3,folder/matchedM005IN.png,3,0.666487765,1,3,2,3
6,2,4,folder/matchedM005SR.png,6,1.785277107,1,2,1,2
6,2,5,folder/matchedM006.png,2,1.02724984,1,4,1,4
6,2,6,folder/matchedM008SR.png,5,1.254907112,1,1,2,1
6,2,7,folder/matchedM072SL.png,6,1.254706711,1,1,1,1
6,2,8,folder/matchedM006IN.png,4,1.214834782,1,4,1,4
6,2,9,folder/matchedM024.png,1,1.306095764,1,2,2,2
6,2,10,folder/matchedM049IN.png,3,0.647901195,1,3,2,3
6,2,11,folder/matchedM002SL.png,6,1.682431452,1,2,1,2
6,2,12,folder/matchedM008.png,1,1.702556136,0,1,2,2
6,2,13,folder/matchedM006SL.png,5,2.032444548,0,1,2,2
6,2,14,folder/matchedM016IN.png,4,1.162348489,0,3,1,2
6,2,15,folder/matchedM072IN.png,3,0.641230269,1,2,2,2
6,2,16,folder/matchedM049SL.png,5,0.670905993,1,3,2,3
6,2,17,folder/matchedM001IN.png,3,2.492816525,1,1,2,1
6,2,18,folder/matchedM021.png,1,2.264642795,0,4,2,3
6,2,19,folder/matchedM005.png,2,0.614307928,1,1,1,1
6,2,20,folder/matchedM020.png,1,1.343024274,0,1,2,2
6,2,21,folder/matchedM024SR.png,6,2.592068428,1,2,1,2
6,2,22,folder/matchedM001IN.png,4,1.103429929,1,2,1,2
6,2,23,folder/matchedM024IN.png,4,1.04526897,1,1,1,1
6,2,24,folder/matchedM067SR.png,5,4.543441345,0,4,2,3
6,2,25,folder/matchedM021IN.png,3,1.603934082,1,1,2,1
6,2,26,folder/matchedM019IN.png,4,1.180952998,1,4,1,4
6,2,27,folder/matchedM016SL.png,5,2.14353667,0,1,2,2
6,2,28,folder/matchedM019SL.png,6,1.541308501,0,2,1,1
6,2,29,folder/matchedM020IN.png,3,1.072327859,1,3,2,3
6,2,30,folder/matchedM001.png,1,0.839387929,1,3,2,3
6,2,31,folder/matchedM019.png,1,2.293216489,1,4,2,4
6,2,32,folder/matchedM004IN.png,3,0.914899712,1,2,2,2
6,2,33,folder/matchedM016.png,2,1.792570882,1,2,1,2
6,2,34,folder/matchedM024IN.png,3,2.801610145,0,4,2,2
6,2,35,folder/matchedM049IN.png,4,2.672455066,1,3,1,3
6,2,36,folder/matchedM005IN.png,4,0.682676608,1,4,1,4
6,2,37,folder/matchedM021SL.png,6,0.659253858,1,1,1,1
6,2,38,folder/matchedM020SR.png,6,0.676004561,1,1,1,1
6,2,39,folder/matchedM067IN.png,3,2.03039795,0,4,2,3
6,2,40,folder/matchedM024.png,2,0.662794705,1,4,1,4
6,2,41,folder/matchedM067IN.png,4,1.552925767,1,3,1,3
6,2,42,folder/matchedM020SR.png,5,0.653705203,1,2,2,2
6,2,43,folder/matchedM017.png,2,1.782023318,1,3,1,3
6,2,44,folder/matchedM021IN.png,4,0.621971076,1,1,1,1
6,2,45,folder/matchedM003.png,2,0.684007358,1,4,1,4
6,2,46,folder/matchedM002.png,1,2.193038525,0,1,2,2
6,2,47,folder/matchedM016.png,1,0.744987993,1,3,2,3
6,2,48,folder/matchedM021SL.png,5,4.314020495,1,1,2,1
6,2,49,folder/matchedM017.png,1,0.701227287,1,1,2,1
6,2,50,folder/matchedM017IN.png,4,1.331859771,1,2,1,2
6,2,51,folder/matchedM008SR.png,6,0.860343463,1,3,1,3
6,2,52,folder/matchedM020.png,2,0.92280643,1,1,1,1
6,2,53,folder/matchedM049.png,2,0.913703732,1,4,1,4
6,2,54,folder/matchedM024SR.png,5,1.172541885,1,1,2,1
6,2,55,folder/matchedM005SR.png,5,0.99045949,1,4,2,4
6,2,56,folder/matchedM004.png,2,1.951442628,1,3,1,3
6,2,57,folder/matchedM004.png,1,1.331743283,1,3,2,3
6,2,58,folder/matchedM019SL.png,5,0.921601224,1,3,2,3
6,2,59,folder/matchedM003SR.png,6,1.255451127,1,1,1,1
6,2,60,folder/matchedM067.png,1,1.212719857,1,4,2,4
6,2,61,folder/matchedM002SL.png,5,0.753043735,1,2,2,2
6,2,62,folder/matchedM072.png,2,1.282474538,1,2,1,2
6,2,63,folder/matchedM067SR.png,6,2.090991102,1,3,1,3
6,2,64,folder/matchedM001SR.png,5,1.303832449,0,4,2,3
6,2,65,folder/matchedM003IN.png,3,1.163045739,0,1,2,2
6,2,66,folder/matchedM002.png,2,1.441187654,1,2,1,2
6,2,67,folder/matchedM017SR.png,5,4.751403788,1,4,2,4
6,2,68,folder/matchedM008IN.png,4,1.314574963,1,2,1,2
6,2,69,folder/matchedM072SL.png,5,1.119159162,1,4,2,4
6,2,70,folder/matchedM017SR.png,6,1.25215568,1,1,1,1
6,2,71,folder/matchedM005.png,1,1.102155104,1,4,2,4
6,2,72,folder/matchedM006SL.png,6,1.31202603,1,2,1,2
6,2,73,folder/matchedM049.png,1,2.169203595,1,1,2,1
6,2,74,folder/matchedM003IN.png,4,1.473626132,1,1,1,1
6,2,75,folder/matchedM016IN.png,3,0.99275603,1,2,2,2
6,2,76,folder/matchedM004IN.png,4,1.891113026,1,3,1,3
6,2,77,folder/matchedM003SR.png,5,1.18166508,1,2,2,2
6,2,78,folder/matchedM002IN.png,3,0.991052166,1,2,2,2
6,2,79,folder/matchedM019.png,2,1.863924856,1,3,1,3
6,2,80,folder/matchedM019IN.png,3,1.153259328,1,3,2,3
6,2,81,folder/matchedM001SR.png,6,1.362807839,1,3,1,3
6,2,82,folder/matchedM017IN.png,3,1.320577352,1,4,2,4
6,2,83,folder/matchedM008IN.png,3,0.833764229,1,3,2,3
6,2,84,folder/matchedM002IN.png,4,1.363023413,1,2,1,2
6,2,85,folder/matchedM008.png,2,0.771164775,1,1,1,1
6,2,86,folder/matchedM004SL.png,6,0.941022942,1,1,1,1
6,2,87,folder/matchedM004SL.png,5,1.182289109,1,4,2,4
6,2,88,folder/matchedM006IN.png,3,1.0944009,1,1,2,1
6,2,89,folder/matchedM001.png,2,1.35448582,1,2,1,2
6,2,90,folder/matchedM072.png,1,1.170698718,1,2,2,2
6,2,91,folder/matchedM067.png,2,1.05478474,1,3,1,3
6,2,92,folder/matchedM003.png,1,1.222365101,1,3,2,3
6,2,93,folder/matchedM020IN.png,4,1.373096378,1,2,1,2
6,2,94,folder/matchedM016SL.png,6,1.702969061,1,2,1,2
6,2,95,folder/matchedM021.png,2,0.923369598,1,2,1,2
6,2,96,folder/matchedM072IN.png,4,1.012787086,1,4,1,4
7,2,1,folder/matchedM020SR.png,6,1.401963062,1,4,1,4
7,2,2,folder/matchedM024.png,2,1.205666179,1,3,1,3
7,2,3,folder/matchedM016SL.png,6,1.101883621,1,3,1,3
7,2,4,folder/matchedM002IN.png,3,1.145455211,1,4,2,4
7,2,5,folder/matchedM017.png,1,1.626589379,1,4,2,4
7,2,6,folder/matchedM008IN.png,3,1.253061553,1,1,2,1
7,2,7,folder/matchedM002.png,2,1.017704228,1,4,1,4
7,2,8,folder/matchedM017IN.png,4,1.234429104,1,3,1,3
7,2,9,folder/matchedM020.png,1,1.282659702,1,3,2,3
7,2,10,folder/matchedM003.png,1,1.563184119,1,2,2,2
7,2,11,folder/matchedM017.png,2,1.204409304,1,1,1,1
