ID,Trial,TrialNumber,RT,IsCOrrect,FaceGabor,UpDown,MaskKind,MaskSide,ScreenLocation,Block
19,36,37,1.239358992,0,1,1,0,1,6.5,1
19,37,56,3.307323489,0,1,0,0,1,7,1
19,38,2,1.800874887,0,1,0,2,2,6.5,1
19,39,142,1.719886701,1,1,0,0,2,6,1
19,40,30,3.207168206,0,1,0,0,1,6.5,1
19,41,47,2.787187683,1,1,1,2,2,6.5,1
19,42,19,1.602828365,1,1,1,0,1,6.5,1
19,43,86,4.002660101,1,1,0,0,1,7,1
19,44,96,9.27183716,0,1,0,2,2,7,1
19,45,109,4.579231891,1,1,1,2,1,6,1
19,46,127,9.366425008,0,1,1,2,1,6,1
19,47,140,8.985707843,1,1,0,2,1,6,1
19,48,120,7.073628834,0,1,0,2,1,6,1
19,49,81,6.218649024,0,1,1,0,2,7,1
19,50,26,2.432719244,1,1,0,0,1,6.5,1
19,51,24,3.461285748,0,1,0,2,1,6.5,1
19,52,44,6.074303821,0,1,0,2,2,6.5,1
19,53,11,4.61823896,1,1,1,0,1,6.5,1
19,54,91,7.168274943,0,1,1,2,2,7,1
19,55,40,2.762520769,0,1,0,2,2,6.5,1
19,56,68,1.837161782,0,1,0,0,1,7,1
19,57,23,4.585698606,0,1,1,2,1,6.5,1
19,58,136,6.717305993,0,1,0,2,1,6,1
19,59,128,3.529444651,1,1,0,2,1,6,1
19,60,3,2.573827768,0,1,1,0,1,6.5,1
19,61,53,4.947484435,1,1,1,2,1,7,1
19,62,88,2.700798694,0,1,0,2,2,7,1
19,63,61,2.005053347,0,1,1,2,2,7,1
19,64,84,7.394209359,1,1,0,2,1,7,1
19,65,99,2.65523767,0,1,1,0,2,6,1
19,66,1,4.191462379,0,1,1,2,2,6.5,1
19,67,97,5.22337182,1,1,1,2,1,6,1
19,68,45,1.407243312,1,1,1,0,1,6.5,1
19,69,112,1.382611415,0,1,0,0,2,6,1
19,70,115,1.592970414,0,1,1,0,1,6,1
19,71,50,1.966966688,0,1,0,2,1,7,1
19,72,95,2.052354968,0,1,1,2,2,7,1
19,73,101,9.143806661,0,1,1,2,1,6,1
19,74,80,4.241991622,0,1,0,2,1,7,1
19,75,111,2.930139139,0,1,1,0,2,6,1
19,76,64,2.855059505,1,1,0,0,1,7,1
19,77,20,1.390753824,0,1,0,0,1,6.5,1
19,78,76,2.362121814,0,1,0,2,1,7,1
19,79,28,4.646892403,0,1,0,2,2,6.5,1
19,80,14,3.454785224,0,1,0,2,2,6.5,1
19,81,85,1.873661497,0,1,1,0,1,7,1
19,82,138,1.726208215,1,1,0,0,2,6,1
19,83,119,3.683367968,0,1,1,2,1,6,1
19,84,93,2.815153158,0,1,1,0,1,7,1
19,85,32,3.641594539,0,1,0,2,2,6.5,1
19,86,107,6.207033269,0,1,1,0,2,6,1
19,87,77,2.594250052,0,1,1,0,2,7,1
19,88,124,1.528688762,1,1,0,2,1,6,1
19,89,139,3.654173871,1,1,1,2,1,6,1
19,90,34,3.839988215,0,1,0,0,1,6.5,1
19,91,4,10.01190948,-1,1,0,0,1,6.5,1
19,92,125,10.00621495,-1,1,1,0,2,6,1
19,93,132,5.675266312,0,1,0,2,1,6,1
19,94,108,6.39712726,0,1,0,0,2,6,1
19,95,105,5.257375653,0,1,1,2,1,6,1
19,96,41,10.00588259,-1,1,1,0,1,6.5,1
19,97,46,6.554845115,0,1,0,0,1,6.5,1
19,98,75,9.601638081,0,1,1,2,1,7,1
19,99,126,5.370929852,1,1,0,0,2,6,1
19,100,17,4.701535565,0,1,1,2,2,6.5,1
19,101,29,1.979210639,1,1,1,0,1,6.5,1
19,102,57,3.081616081,1,1,1,2,2,7,1
19,103,60,1.438174383,0,1,0,0,1,7,1
19,104,58,1.92526118,0,1,0,2,2,7,1
19,105,8,1.487347615,1,1,0,0,1,6.5,1
19,106,22,0.502790812,0,1,0,2,2,6.5,1
19,107,144,2.515624019,1,1,0,2,1,6,1
19,108,10,1.369416565,0,1,0,2,2,6.5,1
19,109,16,1.427571411,0,1,0,0,1,6.5,1
19,110,59,1.344803988,0,1,1,0,1,7,1
19,111,123,1.30612264,1,1,1,2,1,6,1
19,112,25,1.227504456,0,1,1,0,1,6.5,1
19,113,35,2.295596947,0,1,1,2,2,6.5,1
19,114,104,6.889076318,0,1,0,0,2,6,1
19,115,87,10.00573256,-1,1,1,2,2,7,1
19,116,36,4.464481975,1,1,0,2,2,6.5,1
19,117,103,2.070635768,0,1,1,0,2,6,1
19,118,134,1.646333939,0,1,0,0,2,6,1
19,119,39,2.780480074,1,1,1,2,2,6.5,1
19,120,114,5.104853024,0,1,0,2,1,6,1
19,121,102,4.926960119,0,1,0,2,1,6,1
19,122,18,8.291022974,1,1,0,2,2,6.5,1
19,123,131,6.528021624,1,1,1,2,1,6,1
19,124,74,10.00219793,-1,1,0,0,2,7,1
19,125,67,2.956722038,1,1,1,0,1,7,1
19,126,121,5.723779348,0,1,1,0,2,6,1
19,127,133,2.277339392,1,1,1,0,2,6,1
19,128,6,3.10689006,1,1,0,2,2,6.5,1
19,129,65,0.501318278,0,1,1,2,2,7,1
19,130,137,0.504102146,0,1,1,0,2,6,1
19,131,21,0.506004547,0,1,1,2,2,6.5,1
19,132,110,0.505980096,1,1,0,2,1,6,1
19,133,42,0.504480997,0,1,0,0,1,6.5,1
19,134,27,1.556811211,1,1,1,2,2,6.5,1
19,135,122,1.897935071,0,1,0,0,2,6,1
19,136,143,2.090315143,0,1,1,2,1,6,1
19,137,54,6.821129933,0,1,0,2,1,7,1
19,138,130,2.553042332,0,1,0,0,2,6,1
19,139,117,4.054087113,1,1,1,2,2,6,1
19,140,9,4.516714685,0,1,1,2,2,6.5,1
19,141,70,3.574757234,0,1,0,2,2,7,1
19,142,78,1.770893205,1,1,0,0,2,7,1
19,143,72,3.507082534,1,1,0,2,1,7,1
19,144,141,1.308981675,0,1,1,0,2,6,1
19,1,129,1.035480593,0,1,1,2,1,7,2
19,2,34,1.461617506,1,1,0,2,1,6,2
19,3,139,0.601718983,1,1,1,0,2,7,2
19,4,28,1.010131447,0,1,0,0,2,6,2
19,5,12,0.5071254,0,1,0,2,2,6,2
19,6,128,0.506452224,0,1,0,0,2,7,2
19,7,107,0.505767276,0,1,1,2,2,7,2
19,8,30,0.510505769,1,1,0,2,1,6,2
19,9,63,0.508790228,0,1,1,2,2,6.5,2
19,10,10,0.853503956,0,1,0,0,1,6,2
19,11,105,0.83870737,1,1,1,0,1,7,2
19,12,134,3.478171594,1,1,0,2,1,7,2
19,13,86,2.471896871,1,1,0,2,1,6.5,2
19,14,54,3.427436776,1,1,0,0,1,6.5,2
19,15,32,2.587673154,1,1,0,0,2,6,2
19,16,75,2.540209427,1,1,1,0,2,6.5,2
19,17,115,2.379320702,1,1,1,2,2,7,2
19,18,133,2.644885252,1,1,1,2,1,7,2
19,19,40,3.047083971,1,1,0,0,2,6,2
19,20,67,2.641969163,1,1,1,2,2,6.5,2
19,21,20,2.36361397,1,1,0,2,2,6,2
19,22,82,2.386376672,1,1,0,2,1,6.5,2
19,23,51,1.97909472,1,1,1,2,2,6.5,2
19,24,130,1.900483177,1,1,0,2,1,7,2
19,25,84,2.058995863,1,1,0,0,2,6.5,2
19,26,108,1.935116716,1,1,0,2,2,7,2
19,27,144,2.232037978,1,1,0,0,2,7,2
19,28,27,2.278621143,1,1,1,0,2,6,2
19,29,125,1.815105462,0,1,1,2,1,7,2
19,30,92,2.114641846,1,1,0,0,2,6.5,2
19,31,70,2.353950425,1,1,0,0,1,6.5,2
19,32,103,2.04174143,1,1,1,2,2,7,2
19,33,122,1.851325039,1,1,0,2,1,7,2
19,34,71,2.225707106,1,1,1,0,2,6.5,2
19,35,50,2.237852346,1,1,0,0,1,6.5,2
19,36,72,1.956896219,1,1,0,0,2,6.5,2
19,37,138,1.924532158,1,1,0,2,1,7,2
19,38,143,2.250015094,1,1,1,0,2,7,2
19,39,96,2.122189566,1,1,0,0,2,6.5,2
19,40,111,2.01104914,1,1,1,2,2,7,2
19,41,48,2.771263602,1,1,0,0,2,6,2
19,42,123,2.568985732,1,1,1,0,2,7,2
19,43,80,2.127556559,1,1,0,0,2,6.5,2
19,44,73,2.122740484,1,1,1,2,1,6.5,2
19,45,119,2.190052031,1,1,1,0,2,7,2
19,46,7,3.010621688,1,1,1,2,2,6,2
19,47,120,2.194231155,1,1,0,0,2,7,2
19,48,25,2.184361431,1,1,1,2,1,6,2
19,49,94,1.791959986,1,1,0,2,1,6.5,2
19,50,121,2.086206959,1,1,1,2,1,7,2
19,51,44,2.178866142,1,1,0,0,2,6,2
19,52,19,2.097083428,1,1,1,2,2,6,2
19,53,15,2.006990765,1,1,1,2,2,6,2
19,54,77,2.23175935,1,1,1,2,1,6.5,2
19,55,55,2.118573435,1,1,1,2,2,6.5,2
19,56,18,2.280286574,1,1,0,0,1,6,2
19,57,114,2.945691312,1,1,0,0,1,7,2
19,58,95,3.046018663,1,1,1,0,2,6.5,2
19,59,60,1.850836006,1,1,0,2,2,6.5,2
19,60,135,2.135987256,1,1,1,0,2,7,2
19,61,66,2.08840278,1,1,0,0,1,6.5,2
19,62,79,2.280559466,1,1,1,0,2,6.5,2
19,63,64,1.913427473,1,1,0,2,2,6.5,2
19,64,112,1.984284514,1,1,0,2,2,7,2
19,65,39,2.300760176,1,1,1,0,2,6,2
19,66,23,2.189307311,1,1,1,0,2,6,2
19,67,3,1.954509312,1,1,1,2,2,6,2
19,68,59,2.097308021,1,1,1,2,2,6.5,2
19,69,36,1.78895726,1,1,0,0,2,6,2
19,70,11,1.968708191,1,1,1,2,2,6,2
19,71,29,1.94922141,0,1,1,2,1,6,2
19,72,13,2.234339756,1,1,1,0,1,6,2
19,73,106,2.302945733,1,1,0,0,1,7,2
19,74,5,2.565455936,1,1,1,0,1,6,2
19,75,41,2.156938722,1,1,1,2,1,6,2
19,76,52,1.98759032,1,1,0,2,2,6.5,2
19,77,22,2.17111979,1,1,0,0,1,6,2
19,78,14,2.849829261,1,1,0,0,1,6,2
19,79,131,2.133996105,1,1,1,0,2,7,2
19,80,93,1.905685347,1,1,1,2,1,6.5,2
19,81,31,2.377875336,1,1,1,0,2,6,2
19,82,38,2.10116384,1,1,0,2,1,6,2
19,83,1,2.523964456,1,1,1,0,1,6,2
19,84,124,2.392795388,1,1,0,0,2,7,2
19,85,99,2.055582288,1,1,1,2,2,7,2
19,86,91,2.069785695,1,1,1,0,2,6.5,2
19,87,140,2.497059761,1,1,0,0,2,7,2
19,88,101,2.650237151,1,1,1,0,1,7,2
19,89,43,2.896657546,1,1,1,0,2,6,2
19,90,88,2.940170667,1,1,0,0,2,6.5,2
19,91,4,1.950098954,1,1,0,2,2,6,2
19,92,33,2.057696905,1,1,1,2,1,6,2
19,93,45,2.077764489,1,1,1,2,1,6,2
19,94,142,1.890512024,1,1,0,2,1,7,2
19,95,42,2.061370695,1,1,0,2,1,6,2
19,96,136,2.234108824,1,1,0,0,2,7,2
19,97,24,2.262723023,1,1,0,0,2,6,2
19,98,49,2.784550222,1,1,1,0,1,6.5,2
19,99,102,2.197479907,1,1,0,0,1,7,2
19,100,62,2.322675219,1,1,0,0,1,6.5,2
19,101,87,2.220892842,1,1,1,0,2,6.5,2
19,102,9,1.937993864,1,1,1,0,1,6,2
19,103,90,1.896734524,1,1,0,2,1,6.5,2
19,104,61,2.016042112,0,1,1,0,1,6.5,2
19,105,113,2.287481707,1,1,1,0,1,7,2
19,106,6,2.05596144,1,1,0,0,1,6,2
19,107,47,2.240982161,1,1,1,0,2,6,2
19,108,127,2.22910438,1,1,1,0,2,7,2
19,109,16,2.108731483,1,1,0,2,2,6,2
19,110,118,2.101795357,1,1,0,0,1,7,2
19,111,98,2.264306043,1,1,0,0,1,7,2
19,112,83,1.985766708,1,1,1,0,2,6.5,2
19,113,104,1.736328493,1,1,0,2,2,7,2
19,114,74,2.005275827,1,1,0,2,1,6.5,2
19,115,109,2.202609024,1,1,1,0,1,7,2
19,116,97,2.22530622,1,1,1,0,1,7,2
19,117,65,2.37546911,1,1,1,0,1,6.5,2
19,118,100,2.004346965,1,1,0,2,2,7,2
19,119,2,2.553811805,1,1,0,0,1,6,2
19,120,53,2.395220633,1,1,1,0,1,6.5,2
19,121,56,1.988993122,1,1,0,2,2,6.5,2
19,122,132,2.41717824,1,1,0,0,2,7,2
19,123,117,2.545440879,1,1,1,0,1,7,2
19,124,68,2.077319529,1,1,0,2,2,6.5,2
19,125,116,2.014971069,1,1,0,2,2,7,2
19,126,89,1.972885805,1,1,1,2,1,6.5,2
19,127,69,2.037863575,1,1,1,0,1,6.5,2
19,128,58,2.161639482,1,1,0,0,1,6.5,2
19,129,141,2.146962136,1,1,1,2,1,7,2
19,130,46,2.08105007,1,1,0,2,1,6,2
19,131,85,2.551439993,1,1,1,2,1,6.5,2
19,132,78,1.884502647,1,1,0,2,1,6.5,2
19,133,17,3.167325856,1,1,1,0,1,6,2
19,134,110,2.587471805,1,1,0,0,1,7,2
19,135,57,2.346241807,1,1,1,0,1,6.5,2
19,136,126,2.114387066,1,1,0,2,1,7,2
19,137,8,1.981830893,1,1,0,2,2,6,2
19,138,76,2.181343007,1,1,0,0,2,6.5,2
19,139,81,2.056500283,1,1,1,2,1,6.5,2
19,140,35,2.388132966,1,1,1,0,2,6,2
19,141,21,2.239676562,1,1,1,0,1,6,2
19,142,26,1.913524374,1,1,0,2,1,6,2
19,143,37,2.080955584,1,1,1,2,1,6,2
19,144,137,2.374094986,1,1,1,2,1,7,2
20,1,125,10.01176572,-1,1,1,0,1,6,1
20,2,57,10.01525112,-1,1,1,2,1,7,1
20,3,56,10.00815957,-1,1,0,0,1,7,1
20,4,82,10.00193741,-1,1,0,0,1,7,1
20,5,71,10.00028919,-1,1,1,2,1,7,1
20,6,9,10.00313885,-1,1,1,2,1,6.5,1
20,7,40,10.00891787,-1,1,0,2,1,6.5,1
20,8,14,10.0086483,-1,1,0,2,1,6.5,1
20,9,15,10.00164006,-1,1,1,0,1,6.5,1
20,10,95,10.00846446,-1,1,1,2,1,7,1
20,11,42,10.00618231,-1,1,0,0,1,6.5,1
20,12,35,4.679043975,1,1,1,2,1,6.5,1
20,13,32,10.00170617,-1,1,0,2,1,6.5,1
20,14,12,10.01010543,-1,1,0,0,1,6.5,1
20,15,18,7.463577622,1,1,0,2,1,6.5,1
20,16,45,10.00158754,-1,1,1,0,1,6.5,1
20,17,139,10.00892813,-1,1,1,2,1,6,1
20,18,38,10.00927468,-1,1,0,0,1,6.5,1
20,19,101,10.0079709,-1,1,1,2,1,6,1
20,20,70,10.00089203,-1,1,0,2,1,7,1
20,21,85,10.00409065,-1,1,1,0,1,7,1
20,22,96,3.647935581,1,1,0,2,1,7,1
20,23,19,10.00055484,-1,1,1,0,1,6.5,1
20,24,104,10.00427721,-1,1,0,0,1,6,1
20,25,122,10.00950048,-1,1,0,0,1,6,1
20,26,55,10.01067536,-1,1,1,0,1,7,1
20,27,123,3.58409835,1,1,1,2,1,6,1
20,28,77,10.01588444,-1,1,1,0,1,7,1
20,29,1,6.556761831,1,1,1,2,1,6.5,1
20,30,131,6.550210932,1,1,1,2,1,6,1
20,31,6,8.358231942,1,1,0,2,1,6.5,1
20,32,65,10.00651649,-1,1,1,2,1,7,1
20,33,3,10.00631906,-1,1,1,0,1,6.5,1
20,34,60,10.00457848,-1,1,0,0,1,7,1
20,35,46,10.0096656,-1,1,0,0,1,6.5,1
20,36,83,10.00005373,-1,1,1,2,1,7,1
20,37,112,10.0096976,-1,1,0,0,1,6,1
20,38,33,10.01645739,-1,1,1,0,1,6.5,1
20,39,143,2.399310527,1,1,1,2,1,6,1
20,40,25,10.00404447,-1,1,1,0,1,6.5,1
20,41,94,10.00597584,-1,1,0,0,1,7,1
20,42,89,10.01423412,-1,1,1,0,1,7,1
20,43,86,10.0106014,-1,1,0,0,1,7,1
20,44,69,10.01391021,-1,1,1,2,1,7,1
20,45,87,10.00851034,-1,1,1,2,1,7,1
20,46,121,10.00108764,-1,1,1,0,1,6,1
20,47,111,8.432759326,1,1,1,0,1,6,1
20,48,126,10.00184353,-1,1,0,0,1,6,1
20,49,93,10.01252855,-1,1,1,0,1,7,1
20,50,102,5.252925808,1,1,0,2,1,6,1
20,51,20,10.01189733,-1,1,0,0,1,6.5,1
20,52,142,10.01415563,-1,1,0,0,1,6,1
20,53,73,10.0030175,-1,1,1,0,1,7,1
20,54,4,10.01301184,-1,1,0,0,1,6.5,1
20,55,88,10.00641234,-1,1,0,2,1,7,1
20,56,107,4.171233218,1,1,1,0,1,6,1
20,57,11,3.897325877,1,1,1,0,1,6.5,1
20,58,72,10.00215023,-1,1,0,2,1,7,1
20,59,79,10.01121148,-1,1,1,2,1,7,1
20,60,133,10.01444301,-1,1,1,0,1,6,1
20,61,31,2.231074887,1,1,1,2,1,6.5,1
20,62,103,3.720090561,1,1,1,0,1,6,1
20,63,36,5.457938977,1,1,0,2,1,6.5,1
20,64,124,5.224404447,1,1,0,2,1,6,1
20,65,22,3.248686635,1,1,0,2,1,6.5,1
20,66,115,8.224045522,1,1,1,0,1,6,1
20,67,138,10.00364298,-1,1,0,0,1,6,1
20,68,118,1.713535436,1,1,0,2,1,6,1
20,69,47,1.722585826,1,1,1,2,1,6.5,1
20,70,91,5.451781717,1,1,1,2,1,7,1
20,71,37,6.813862513,0,1,1,0,1,6.5,1
20,72,28,2.590230252,1,1,0,2,1,6.5,1
20,73,51,10.01514033,-1,1,1,0,1,7,1
20,74,120,2.683719954,1,1,0,2,1,6,1
20,75,53,2.863456874,1,1,1,2,1,7,1
20,76,119,1.817247693,1,1,1,2,1,6,1
20,77,54,3.223718596,1,1,0,2,1,7,1
20,78,116,3.644136838,1,1,0,0,1,6,1
20,79,5,1.480015999,1,1,1,2,1,6.5,1
20,80,134,8.104013826,1,1,0,0,1,6,1
20,81,63,4.655724452,1,1,1,0,1,7,1
20,82,44,3.570784336,0,1,0,2,1,6.5,1
20,83,80,6.985592308,1,1,0,2,1,7,1
20,84,43,1.538372161,1,1,1,2,1,6.5,1
20,85,130,10.01653377,-1,1,0,0,1,6,1
20,86,39,1.353333484,1,1,1,2,1,6.5,1
20,87,100,7.253170625,1,1,0,0,1,6,1
20,88,92,10.01240931,-1,1,0,2,1,7,1
20,89,2,4.00107617,1,1,0,2,1,6.5,1
20,90,109,1.571382644,1,1,1,2,1,6,1
20,91,24,3.254974001,1,1,0,2,1,6.5,1
20,92,67,10.00360887,-1,1,1,0,1,7,1
20,93,7,2.333967564,1,1,1,0,1,6.5,1
20,94,75,4.832392855,1,1,1,2,1,7,1
20,95,106,1.526089037,1,1,0,2,1,6,1
20,96,52,10.01155713,-1,1,0,0,1,7,1
20,97,137,5.863072894,1,1,1,0,1,6,1
20,98,62,3.781959293,1,1,0,2,1,7,1
20,99,34,10.00397685,-1,1,0,0,1,6.5,1
20,100,81,10.00126242,-1,1,1,0,1,7,1
20,101,136,1.532887168,1,1,0,2,1,6,1
20,102,49,7.4929246,1,1,1,2,1,7,1
20,103,68,10.00232742,-1,1,0,0,1,7,1
20,104,59,10.00791415,-1,1,1,0,1,7,1
20,105,132,1.780481635,1,1,0,2,1,6,1
20,106,61,3.509875252,1,1,1,2,1,7,1
20,107,8,10.00949806,-1,1,0,0,1,6.5,1
20,108,113,2.177957995,1,1,1,2,1,6,1
20,109,78,10.00637793,-1,1,0,0,1,7,1
20,110,30,10.01512584,-1,1,0,0,1,6.5,1
20,111,23,2.028981412,1,1,1,2,1,6.5,1
20,112,48,1.779463425,1,1,0,2,1,6.5,1
20,113,16,7.901402643,1,1,0,0,1,6.5,1
20,114,144,1.904825556,1,1,0,2,1,6,1
20,115,108,2.699584475,1,1,0,0,1,6,1
20,116,140,1.357614617,1,1,0,2,1,6,1
20,117,128,1.183033047,1,1,0,2,1,6,1
20,118,97,1.298350729,1,1,1,2,1,6,1
20,119,41,3.183538983,1,1,1,0,1,6.5,1
20,120,98,2.630348283,1,1,0,2,1,6,1
20,121,10,2.57005079,1,1,0,2,1,6.5,1
20,122,114,1.536543428,1,1,0,2,1,6,1
20,123,76,4.693491514,1,1,0,2,1,7,1
20,124,99,2.304523686,1,1,1,0,1,6,1
20,125,13,1.895386961,1,1,1,2,1,6.5,1
20,126,90,9.762878942,1,1,0,0,1,7,1
20,127,105,1.572463945,1,1,1,2,1,6,1
20,128,135,1.930289268,1,1,1,2,1,6,1
20,129,117,1.201657875,1,1,1,2,1,6,1
20,130,21,1.894206344,1,1,1,2,1,6.5,1
20,131,66,2.474286491,1,1,0,2,1,7,1
20,132,27,1.619252719,1,1,1,2,1,6.5,1
20,133,84,1.387604278,1,1,0,2,1,7,1
20,134,17,1.234879969,1,1,1,2,1,6.5,1
20,135,110,1.25531753,1,1,0,2,1,6,1
20,136,50,1.321392228,1,1,0,2,1,7,1
20,137,29,1.61610813,1,1,1,0,1,6.5,1
20,138,129,3.430279155,1,1,1,0,1,6,1
20,139,74,10.00738316,-1,1,0,0,1,7,1
20,140,26,10.01093195,-1,1,0,0,1,6.5,1
20,141,141,4.226713155,1,1,1,0,1,6,1
20,142,64,10.01621258,-1,1,0,0,1,7,1
20,143,127,1.475549518,1,1,1,2,1,6,1
20,144,58,10.00676281,-1,1,0,2,1,7,1
20,1,43,4.6138121,1,1,1,0,1,6,2
20,2,143,3.763882965,1,1,1,0,1,7,2
20,3,68,3.473319296,1,1,0,2,1,6.5,2
20,4,3,2.434541571,1,1,1,2,1,6,2
20,5,16,2.375524614,1,1,0,2,1,6,2
20,6,95,2.329259888,1,1,1,0,1,6.5,2
20,7,29,2.218322353,1,1,1,2,1,6,2
20,8,92,2.382323047,1,1,0,0,1,6.5,2
20,9,111,2.362523037,1,1,1,2,1,7,2
20,10,141,2.114203476,1,1,1,2,1,7,2
20,11,119,2.498482344,1,1,1,0,1,7,2
20,12,106,2.484798841,1,1,0,0,1,7,2
20,13,13,2.420923876,1,1,1,0,1,6,2
20,14,105,2.507544809,1,1,1,0,1,7,2
20,15,28,3.885035206,1,1,0,0,1,6,2
20,16,123,2.311758926,1,1,1,0,1,7,2
20,17,133,2.232201469,1,1,1,2,1,7,2
20,18,38,2.298850929,1,1,0,2,1,6,2
20,19,120,2.45850589,1,1,0,0,1,7,2
20,20,37,2.364298641,1,1,1,2,1,6,2
20,21,32,3.560405714,1,1,0,0,1,6,2
20,22,17,2.549169176,1,1,1,0,1,6,2
20,23,124,3.219245776,1,1,0,0,1,7,2
20,24,62,2.546432415,0,1,0,0,1,6.5,2
20,25,129,2.374661565,1,1,1,2,1,7,2
20,26,116,2.745374358,1,1,0,2,1,7,2
20,27,69,2.469866498,1,1,1,0,1,6.5,2
20,28,12,2.272251277,1,1,0,2,1,6,2
20,29,15,2.510798071,1,1,1,2,1,6,2
20,30,45,2.27904156,1,1,1,2,1,6,2
20,31,86,2.489775484,1,1,0,2,1,6.5,2
20,32,113,2.476173183,1,1,1,0,1,7,2
20,33,102,2.616471281,1,1,0,0,1,7,2
20,34,84,2.605303871,1,1,0,0,1,6.5,2
20,35,70,2.959774201,1,1,0,0,1,6.5,2
20,36,136,2.933814214,1,1,0,0,1,7,2
20,37,127,2.659912307,1,1,1,0,1,7,2
20,38,96,2.715560385,1,1,0,0,1,6.5,2
20,39,19,2.368351559,1,1,1,2,1,6,2
20,40,109,2.661576822,1,1,1,0,1,7,2
20,41,114,7.535860898,1,1,0,0,1,7,2
20,42,97,2.758142287,1,1,1,0,1,7,2
20,43,110,2.714560891,1,1,0,0,1,7,2
20,44,74,2.569547269,1,1,0,2,1,6.5,2
20,45,41,2.546259141,1,1,1,2,1,6,2
20,46,25,2.48740942,1,1,1,2,1,6,2
20,47,79,2.71595644,1,1,1,0,1,6.5,2
20,48,90,2.459105406,1,1,0,2,1,6.5,2
20,49,21,2.855165086,1,1,1,0,1,6,2
20,50,51,2.446952991,1,1,1,2,1,6.5,2
20,51,60,2.486589841,1,1,0,2,1,6.5,2
20,52,39,3.240504728,1,1,1,0,1,6,2
20,53,36,4.992748157,1,1,0,0,1,6,2
20,54,101,2.944993397,1,1,1,0,1,7,2
20,55,66,3.077099021,0,1,0,0,1,6.5,2
20,56,18,6.255361,1,1,0,0,1,6,2
20,57,10,3.715046903,1,1,0,0,1,6,2
20,58,44,2.874248153,1,1,0,0,1,6,2
20,59,2,2.62547639,1,1,0,0,1,6,2
20,60,27,2.455120107,1,1,1,0,1,6,2
20,61,94,2.263582754,1,1,0,2,1,6.5,2
20,62,112,2.147600353,1,1,0,2,1,7,2
20,63,9,2.347749779,1,1,1,0,1,6,2
20,64,8,2.395096108,1,1,0,2,1,6,2
20,65,80,2.732198903,1,1,0,0,1,6.5,2
20,66,64,2.684944041,0,1,0,2,1,6.5,2
20,67,63,3.667095021,1,1,1,2,1,6.5,2
20,68,72,2.530662682,1,1,0,0,1,6.5,2
20,69,93,2.360791203,1,1,1,2,1,6.5,2
20,70,132,2.547884716,1,1,0,0,1,7,2
20,71,4,3.251146883,1,1,0,2,1,6,2
20,72,100,2.168728897,1,1,0,2,1,7,2
20,73,33,3.359618133,1,1,1,2,1,6,2
20,74,54,2.888880738,1,1,0,0,1,6.5,2
20,75,48,3.702581449,1,1,0,0,1,6,2
20,76,46,2.732721743,1,1,0,2,1,6,2
20,77,135,2.874831066,1,1,1,0,1,7,2
20,78,134,2.867671897,1,1,0,2,1,7,2
20,79,53,2.534128763,1,1,1,0,1,6.5,2
20,80,142,2.270627514,1,1,0,2,1,7,2
20,81,137,2.568247715,1,1,1,2,1,7,2
20,82,104,2.470858747,1,1,0,2,1,7,2
20,83,139,2.366950576,1,1,1,0,1,7,2
20,84,99,2.632189394,1,1,1,2,1,7,2
20,85,67,2.527817851,1,1,1,2,1,6.5,2
20,86,31,2.560502615,1,1,1,0,1,6,2
20,87,58,2.749484329,1,1,0,0,1,6.5,2
20,88,55,2.22504562,1,1,1,2,1,6.5,2
20,89,47,2.585958176,1,1,1,0,1,6,2
20,90,20,5.606643574,0,1,0,2,1,6,2
20,91,118,3.082861736,1,1,0,0,1,7,2
20,92,88,2.579509913,1,1,0,0,1,6.5,2
20,93,77,2.650252439,1,1,1,2,1,6.5,2
20,94,11,2.382030836,1,1,1,2,1,6,2
20,95,122,2.362659784,1,1,0,2,1,7,2
20,96,34,2.571028851,1,1,0,2,1,6,2
20,97,1,2.617913318,1,1,1,0,1,6,2
20,98,89,2.292695178,1,1,1,2,1,6.5,2
20,99,126,2.45825413,1,1,0,2,1,7,2
20,100,59,2.354611907,1,1,1,2,1,6.5,2
20,101,23,2.585611628,1,1,1,0,1,6,2
20,102,42,2.671679232,1,1,0,2,1,6,2
20,103,76,3.470096221,1,1,0,0,1,6.5,2
20,104,6,2.968132401,1,1,0,0,1,6,2
20,105,40,3.061567162,1,1,0,0,1,6,2
20,106,26,2.369862724,1,1,0,2,1,6,2
20,107,128,2.8816781,1,1,0,0,1,7,2
20,108,73,2.492915846,1,1,1,2,1,6.5,2
20,109,108,2.40792411,1,1,0,2,1,7,2
20,110,61,2.489026542,1,1,1,0,1,6.5,2
20,111,57,2.20224773,1,1,1,0,1,6.5,2
20,112,144,2.709391957,1,1,0,0,1,7,2
20,113,52,2.567174866,1,1,0,2,1,6.5,2
20,114,81,2.574595455,1,1,1,2,1,6.5,2
20,115,78,2.638981488,1,1,0,2,1,6.5,2
20,116,130,2.521214426,1,1,0,2,1,7,2
20,117,115,2.210397337,1,1,1,2,1,7,2
20,118,50,3.390625099,1,1,0,0,1,6.5,2
20,119,131,2.450440203,1,1,1,0,1,7,2
20,120,56,2.294163176,1,1,0,2,1,6.5,2
20,121,107,2.49006045,1,1,1,2,1,7,2
20,122,7,2.344904345,1,1,1,2,1,6,2
20,123,22,2.531370871,1,1,0,0,1,6,2
