ID,Trial,TrialNumber,RT,IsCOrrect,FaceGabor,UpDown,MaskKind,MaskSide,ScreenLocation,Block
7,87,83,5.856037927,1,1,1,2,1,7,1
7,88,44,1.773167385,1,1,0,2,1,6.5,1
7,89,108,1.451332077,1,1,0,0,1,6,1
7,90,51,1.790845492,1,1,1,0,1,7,1
7,91,23,1.635770983,1,1,1,2,1,6.5,1
7,92,105,2.267652071,1,1,1,2,1,6,1
7,93,103,2.202763015,0,1,1,0,1,6,1
7,94,91,2.046758445,1,1,1,2,1,7,1
7,95,13,2.167935979,0,1,1,2,1,6.5,1
7,96,65,0.997043486,1,1,1,2,1,7,1
7,97,119,1.435406626,1,1,1,2,1,6,1
7,98,55,1.557848392,1,1,1,0,1,7,1
7,99,27,1.549329924,0,1,1,2,1,6.5,1
7,100,57,3.959080927,1,1,1,2,1,7,1
7,101,10,1.664745365,1,1,0,2,1,6.5,1
7,102,19,1.683371646,0,1,1,0,1,6.5,1
7,103,99,1.724818991,1,1,1,0,1,6,1
7,104,16,1.681745472,1,1,0,0,1,6.5,1
7,105,135,1.902352321,0,1,1,2,1,6,1
7,106,123,3.11202997,0,1,1,2,1,6,1
7,107,45,1.845641225,1,1,1,0,1,6.5,1
7,108,118,2.352995833,1,1,0,2,1,6,1
7,109,12,1.795875551,0,1,0,0,1,6.5,1
7,110,69,1.489308824,1,1,1,2,1,7,1
7,111,4,1.344825119,1,1,0,0,1,6.5,1
7,112,8,1.687306218,0,1,0,0,1,6.5,1
7,113,137,3.432568143,0,1,1,0,1,6,1
7,114,81,1.821047277,0,1,1,0,1,7,1
7,115,142,1.375456767,0,1,0,0,1,6,1
7,116,114,1.731033588,1,1,0,2,1,6,1
7,117,72,2.066317504,1,1,0,2,1,7,1
7,118,56,2.068979695,1,1,0,0,1,7,1
7,119,96,1.592078631,1,1,0,2,1,7,1
7,120,14,1.380344947,0,1,0,2,1,6.5,1
7,121,100,1.768697597,1,1,0,0,1,6,1
7,122,41,1.746566607,1,1,1,0,1,6.5,1
7,123,115,3.087610805,1,1,1,0,1,6,1
7,124,125,2.07100494,1,1,1,0,1,6,1
7,125,34,1.736940277,1,1,0,0,1,6.5,1
7,126,87,1.680462525,1,1,1,2,1,7,1
7,127,117,1.783657969,1,1,1,2,1,6,1
7,128,30,1.781039851,1,1,0,0,1,6.5,1
7,129,28,2.43211081,1,1,0,2,1,6.5,1
7,130,42,2.649292643,1,1,0,0,1,6.5,1
7,131,138,1.78932286,1,1,0,0,1,6,1
7,132,130,1.826476106,1,1,0,0,1,6,1
7,133,1,1.54301722,1,1,1,2,1,6.5,1
7,134,21,1.535231995,1,1,1,2,1,6.5,1
7,135,141,1.846866816,1,1,1,0,1,6,1
7,136,84,3.089161209,1,1,0,2,1,7,1
7,137,31,3.029551255,0,1,1,2,1,6.5,1
7,138,38,1.809560523,1,1,0,0,1,6.5,1
7,139,70,1.848384015,1,1,0,2,1,7,1
7,140,126,2.535045741,1,1,0,0,1,6,1
7,141,17,2.595399804,1,1,1,2,1,6.5,1
7,142,97,2.401752657,1,1,1,2,1,6,1
7,143,101,1.424527536,1,1,1,2,1,6,1
7,144,33,2.08164344,0,1,1,0,1,6.5,1
7,1,54,2.284321932,0,1,0,0,1,6.5,2
7,2,40,10.01623396,-1,1,0,0,1,6,2
7,3,96,2.55225112,0,1,0,0,1,6.5,2
7,4,27,1.464430817,0,1,1,0,1,6,2
7,5,70,0.506345759,0,1,0,0,1,6.5,2
7,6,33,2.795023976,1,1,1,2,1,6,2
7,7,111,2.731534692,1,1,1,2,1,7,2
7,8,133,2.411311368,1,1,1,2,1,7,2
7,9,117,5.948475632,1,1,1,0,1,7,2
7,10,118,3.720036768,1,1,0,0,1,7,2
7,11,59,2.481278178,1,1,1,2,1,6.5,2
7,12,89,2.299112653,1,1,1,2,1,6.5,2
7,13,80,4.369882739,1,1,0,0,1,6.5,2
7,14,8,2.356769811,1,1,0,2,1,6,2
7,15,57,2.64655589,1,1,1,0,1,6.5,2
7,16,7,2.225221233,1,1,1,2,1,6,2
7,17,128,6.135040307,1,1,0,0,1,7,2
7,18,22,2.810211656,1,1,0,0,1,6,2
7,19,43,2.597014204,1,1,1,0,1,6,2
7,20,122,4.105562104,1,1,0,2,1,7,2
7,21,143,3.211536865,1,1,1,0,1,7,2
7,22,5,2.770620509,1,1,1,0,1,6,2
7,23,14,5.317879001,1,1,0,0,1,6,2
7,24,106,4.506330665,1,1,0,0,1,7,2
7,25,63,2.318102385,1,1,1,2,1,6.5,2
7,26,28,2.996007468,1,1,0,0,1,6,2
7,27,94,2.301942986,1,1,0,2,1,6.5,2
7,28,142,2.271011279,1,1,0,2,1,7,2
7,29,121,2.270463989,1,1,1,2,1,7,2
7,30,102,3.422121029,1,1,0,0,1,7,2
7,31,136,5.773438163,1,1,0,0,1,7,2
7,32,77,2.894615395,1,1,1,2,1,6.5,2
7,33,20,2.466862077,1,1,0,2,1,6,2
7,34,140,3.6384211,1,1,0,0,1,7,2
7,35,109,2.720178948,1,1,1,0,1,7,2
7,36,84,3.079401754,1,1,0,0,1,6.5,2
7,37,99,2.318796686,1,1,1,2,1,7,2
7,38,53,2.950716111,1,1,1,0,1,6.5,2
7,39,32,4.266284902,0,1,0,0,1,6,2
7,40,55,3.823714298,1,1,1,2,1,6.5,2
7,41,85,2.540778553,1,1,1,2,1,6.5,2
7,42,74,2.305302194,1,1,0,2,1,6.5,2
7,43,124,4.275088033,1,1,0,0,1,7,2
7,44,60,2.514464551,1,1,0,2,1,6.5,2
7,45,115,2.337171811,1,1,1,2,1,7,2
7,46,15,2.509982688,1,1,1,2,1,6,2
7,47,46,2.451851595,1,1,0,2,1,6,2
7,48,125,2.324402713,1,1,1,2,1,7,2
7,49,65,5.024041525,1,1,1,0,1,6.5,2
7,50,83,2.679498956,1,1,1,0,1,6.5,2
7,51,98,8.550437485,1,1,0,0,1,7,2
7,52,16,2.398032412,1,1,0,2,1,6,2
7,53,69,3.406996741,1,1,1,0,1,6.5,2
7,54,48,5.310008045,1,1,0,0,1,6,2
7,55,81,2.160426965,1,1,1,2,1,6.5,2
7,56,71,2.779003135,1,1,1,0,1,6.5,2
7,57,110,8.090750252,0,1,0,0,1,7,2
7,58,141,2.514191056,1,1,1,2,1,7,2
7,59,138,3.426484257,1,1,0,2,1,7,2
7,60,135,2.715874283,1,1,1,0,1,7,2
7,61,9,2.538372046,1,1,1,0,1,6,2
7,62,49,2.641063065,1,1,1,0,1,6.5,2
7,63,30,2.385853771,1,1,0,2,1,6,2
7,64,58,5.329469298,1,1,0,0,1,6.5,2
7,65,6,5.665817305,1,1,0,0,1,6,2
7,66,86,2.388688934,1,1,0,2,1,6.5,2
7,67,132,5.036011272,1,1,0,0,1,7,2
7,68,88,2.883094529,1,1,0,0,1,6.5,2
7,69,1,2.576794051,1,1,1,0,1,6,2
7,70,61,2.538856849,1,1,1,0,1,6.5,2
7,71,2,4.958018948,1,1,0,0,1,6,2
7,72,68,2.389964032,1,1,0,2,1,6.5,2
7,73,24,3.118724539,1,1,0,0,1,6,2
7,74,42,2.411170999,1,1,0,2,1,6,2
7,75,137,2.323622077,1,1,1,2,1,7,2
7,76,120,4.149596475,1,1,0,0,1,7,2
7,77,41,3.193001447,1,1,1,2,1,6,2
7,78,11,2.334912012,1,1,1,2,1,6,2
7,79,101,3.055864654,1,1,1,0,1,7,2
7,80,67,3.082902238,1,1,1,2,1,6.5,2
7,81,97,3.277093053,1,1,1,0,1,7,2
7,82,126,2.346659281,1,1,0,2,1,7,2
7,83,72,4.269222096,1,1,0,0,1,6.5,2
7,84,29,2.320121895,1,1,1,2,1,6,2
